num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
10877,2021,20,21,4,3,11,6,12,1201,3,99,1,34,5,5,7,9,1,4,32,3,9999,99,1
10878,2021,20,21,4,3,11,6,16,1603,99,99,1,30,5,5,7,9,1,5,26,99,9999,99,1
10879,2021,20,21,4,3,11,6,16,1603,99,99,1,31,5,5,7,9,1,4,32,5,9999,99,1
10880,2021,20,21,4,3,11,6,16,1608,99,99,1,21,3,3,5,2,1,4,67,3,9999,99,6
10881,2021,20,23,4,3,11,6,16,1609,1,99,1,23,3,3,5,9,1,1,27,4,2007,4,2
10882,2021,20,23,4,3,11,6,16,1609,1,99,1,999,16,12,18,9,9,5,26,14,9999,99,2
10883,2021,20,23,4,3,11,6,16,1609,1,99,1,34,5,5,7,9,1,1,69,2,9999,99,2
10884,2021,20,23,4,3,11,6,16,1609,1,99,2,37,6,6,8,9,1,1,48,4,2001,4,2
10885,2021,20,23,4,3,11,6,16,1609,1,99,1,37,6,6,8,9,1,3,84,4,9999,99,2
10886,2021,20,22,4,3,11,6,17,1706,99,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
10887,2021,20,21,4,3,11,6,7,704,99,99,1,36,6,6,8,1,1,3,69,9,2007,4,1
10888,2021,20,21,4,3,11,6,7,704,99,99,1,27,4,4,6,2,1,4,27,5,9999,99,1
10889,2021,20,22,4,3,11,6,3,307,99,99,1,24,3,3,5,9,1,1,41,4,9999,99,1
10890,2021,20,22,4,3,11,6,3,307,99,99,1,25,4,4,6,9,1,4,999,2,9999,99,1
10891,2021,21,21,4,3,11,7,1,101,1,1,1,25,4,4,6,9,1,4,67,4,2021,6,1
10892,2021,21,21,4,3,11,7,1,101,1,1,1,25,4,4,6,9,1,4,18,99,9999,99,1
10893,2021,21,18,4,3,11,7,1,101,18,18,1,21,3,3,5,9,1,4,999,99,9999,99,1
10894,2021,21,18,4,3,11,7,1,101,18,18,1,999,16,12,18,9,9,3,999,99,9999,99,1
10895,2021,21,3,1,1,11,7,1,101,13,13,1,56,10,10,12,9,1,1,41,3,2017,5,2
10896,2021,21,20,4,3,11,7,1,101,13,13,1,20,3,3,5,9,1,4,18,1,9999,99,1
10897,2021,21,20,4,3,11,7,1,101,13,13,1,22,3,3,5,9,1,4,76,5,9999,99,1
10898,2021,21,21,4,3,11,7,1,101,10,10,1,35,6,6,8,9,1,4,6,1,2006,4,6
10899,2021,21,20,4,3,11,7,1,101,5,5,1,36,6,6,8,9,1,5,17,7,9999,99,1
10900,2021,21,20,4,3,11,7,1,101,5,5,1,50,9,9,11,9,1,4,67,5,9999,99,1
10901,2021,21,12,3,2,11,7,1,101,7,7,1,31,5,5,7,9,1,1,56,4,2016,5,1
10902,2021,21,12,3,2,11,7,1,101,7,7,1,20,3,3,5,9,1,4,64,3,2020,6,1
10903,2021,21,20,4,3,11,7,22,2201,99,99,1,35,6,6,8,9,1,1,48,4,9999,99,1
10904,2021,21,20,4,3,11,7,22,2201,99,99,1,18,2,2,4,9,1,4,32,5,9999,99,1
10905,2021,21,7,2,1,11,7,21,2101,99,99,1,39,6,6,8,9,1,2,41,9,2005,4,1
10906,2021,21,7,2,1,11,7,21,2101,99,99,1,39,6,6,8,9,1,14,6,1,2017,5,1
10907,2021,21,9,2,1,11,7,20,2009,99,99,1,57,10,10,12,9,1,3,69,2,9999,99,1
10908,2021,21,9,2,1,11,7,20,2009,99,99,1,21,3,3,5,9,1,1,73,2,9999,99,1
10909,2021,21,23,4,3,11,7,20,2004,99,99,1,22,3,3,5,9,1,4,76,5,9999,99,1
10910,2021,21,23,4,3,11,7,20,2004,99,99,1,999,16,12,18,9,9,3,999,99,9999,99,1
10911,2021,21,3,1,1,11,7,5,501,99,99,1,27,4,4,6,2,1,4,3,3,2022,6,6
10912,2021,21,18,4,3,11,7,5,504,99,99,1,999,16,12,18,9,9,5,41,2,9999,99,1
10913,2021,21,18,4,3,11,7,5,504,99,99,1,63,11,11,13,9,1,4,32,1,9999,99,1
10914,2021,21,20,4,3,11,7,5,501,99,99,1,47,8,8,10,9,1,12,30,7,2002,4,1
10915,2021,21,20,4,3,11,7,5,501,99,99,1,18,2,2,4,9,1,4,54,5,9999,99,1
10916,2021,21,7,2,1,11,7,5,501,99,99,1,21,3,3,5,9,1,4,999,99,9999,99,6
10917,2021,21,18,4,3,11,7,6,602,99,99,1,42,7,7,9,2,1,5,26,2,1989,2,3
10918,2021,21,20,4,3,11,7,10,1008,99,99,1,23,3,3,5,2,1,4,999,5,2021,6,1
10919,2021,21,20,4,3,11,7,10,1008,99,99,1,33,5,5,7,1,1,14,999,1,2017,5,1
10920,2021,21,8,2,1,11,7,11,1106,99,99,1,20,3,3,5,9,1,3,69,2,9999,99,1
10921,2021,21,8,2,1,11,7,11,1106,99,99,1,24,3,3,5,9,1,4,6,5,9999,99,1
10922,2021,21,20,4,3,11,7,11,1101,99,99,1,23,3,3,5,9,1,4,6,3,9999,99,1
10923,2021,21,20,4,3,11,7,11,1101,99,99,1,999,16,12,18,9,9,3,69,6,9999,99,1
10924,2021,21,5,1,1,11,7,12,1217,2,99,1,32,5,5,7,2,1,4,76,99,9999,99,1
10925,2021,21,5,1,1,11,7,12,1217,2,99,1,32,5,5,7,9,1,1,90,2,2008,4,1
10926,2021,21,18,4,3,11,7,12,1227,99,99,1,42,7,7,9,9,1,3,69,4,1989,2,1
10927,2021,21,18,4,3,11,7,12,1227,99,99,1,20,3,3,5,9,1,2,69,5,2001,4,1
10928,2021,21,20,4,3,11,7,12,1212,99,99,1,35,6,6,8,9,1,3,69,6,9999,99,1
10929,2021,21,20,4,3,11,7,12,1212,99,99,1,21,3,3,5,9,1,4,76,99,9999,99,1
10930,2021,21,4,1,1,11,7,13,1326,99,99,1,27,4,4,6,2,1,1,69,4,2014,5,1
10931,2021,21,4,1,1,11,7,13,1326,99,99,1,41,7,7,9,9,1,3,69,4,2019,5,1
10932,2021,21,16,3,2,11,7,15,1501,99,99,1,999,16,12,18,9,9,3,69,2,9999,99,1
10933,2021,21,16,3,2,11,7,15,1501,99,99,1,999,16,12,18,9,9,3,69,4,9999,99,1
10934,2021,21,8,2,1,11,7,14,1401,99,99,1,34,5,5,7,9,1,4,32,5,9999,99,1
10935,2021,21,8,2,1,11,7,14,1401,99,99,1,999,16,12,18,9,9,9,30,6,9999,99,1
10936,2021,21,22,4,3,11,7,4,401,99,99,1,43,7,7,9,9,1,3,128,4,2009,4,1
10937,2021,21,22,4,3,11,7,4,401,99,99,1,19,2,2,4,9,1,4,27,1,2018,5,1
10938,2021,21,22,4,3,11,7,4,401,99,99,1,38,6,6,8,9,1,4,32,3,2021,6,1
10939,2021,21,2,1,1,11,7,3,306,99,99,1,22,3,3,5,2,1,1,48,4,9999,99,2
10940,2021,21,13,3,2,11,7,5,501,99,99,1,41,7,7,9,1,1,4,32,5,9999,99,1
10941,2021,21,13,3,2,11,7,5,501,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
10942,2021,21,18,4,3,11,7,5,511,99,99,1,999,16,12,18,9,9,4,6,1,9999,99,6
10943,2021,22,1,1,1,11,1,1,101,12,12,1,24,3,3,5,2,1,4,2,5,2019,5,6
10944,2021,22,11,2,1,11,1,1,101,12,12,1,28,4,4,6,9,1,4,163,1,2018,5,6
10945,2021,22,20,4,3,11,1,1,115,3,99,2,26,4,4,6,9,1,1,56,4,2014,5,6
10946,2021,22,4,1,1,11,1,1,108,4,99,1,43,7,7,9,2,1,4,27,99,2015,5,6
10947,2021,22,18,4,3,11,1,22,2205,99,99,1,47,8,8,10,1,1,5,31,5,9999,99,1
10948,2021,22,18,4,3,11,1,22,2205,99,99,1,25,4,4,6,1,1,4,67,1,9999,99,1
10949,2021,22,21,4,3,11,1,22,2202,99,99,1,50,9,9,11,2,1,2,69,4,2000,4,1
10950,2021,22,21,4,3,11,1,22,2202,99,99,1,999,16,12,18,9,9,2,34,5,9999,99,1
10951,2021,22,18,4,3,11,1,5,501,99,99,2,40,7,7,9,9,1,1,69,4,2001,4,1
10952,2021,22,18,4,3,11,1,5,501,99,99,1,999,16,12,18,9,9,4,18,1,9999,99,1
10953,2021,22,23,4,3,11,1,5,513,99,99,1,41,7,7,9,1,1,5,30,2,9999,99,1
10954,2021,22,23,4,3,11,1,5,513,99,99,1,999,16,12,18,1,9,4,6,1,9999,99,1
10955,2021,22,12,3,2,11,1,2,201,12,99,1,32,5,5,7,9,1,4,67,5,9999,99,6
10956,2021,22,12,3,2,11,1,2,201,12,99,1,22,3,3,5,9,1,2,69,2,1998,3,6
10957,2021,22,17,3,2,11,1,18,1803,99,99,1,37,6,6,8,9,1,6,999,5,9999,99,1
10958,2021,22,17,3,2,11,1,18,1803,99,99,1,32,5,5,7,9,1,1,999,1,9999,99,1
10959,2021,22,8,2,1,11,1,4,413,99,99,1,21,3,3,5,9,1,5,56,7,9999,99,1
10960,2021,22,8,2,1,11,1,4,413,99,99,1,21,3,3,5,9,1,4,64,5,2019,5,1
10961,2021,23,20,4,3,11,2,1,101,3,3,1,999,16,12,18,9,9,3,999,3,9999,99,1
10962,2021,23,20,4,3,11,2,1,101,3,3,1,21,3,3,5,9,1,4,2,3,2020,6,1
10963,2021,23,5,1,1,11,2,1,101,18,18,1,999,16,12,18,9,9,4,32,1,9999,99,1
10964,2021,23,19,4,3,11,2,1,101,6,6,1,28,4,4,6,9,1,2,69,11,2002,4,1
10965,2021,23,19,4,3,11,2,1,101,6,6,2,27,4,4,6,9,1,4,64,5,9999,99,1
10966,2021,23,20,4,3,11,2,1,101,5,5,1,52,9,9,11,2,1,1,28,10,2017,5,1
10967,2021,23,20,4,3,11,2,1,101,5,5,1,39,6,6,8,9,1,1,69,6,1999,3,1
10968,2021,23,3,1,1,11,2,1,101,11,11,1,27,4,4,6,9,1,4,3,5,2020,6,1
10969,2021,23,7,2,1,11,2,1,108,8,99,1,999,16,12,18,9,9,4,163,2,9999,99,1
10970,2021,23,7,2,1,11,2,1,108,8,99,1,999,16,12,18,9,9,1,999,5,9999,99,1
10971,2021,23,11,2,1,11,2,1,108,8,99,1,40,7,7,9,9,1,1,48,9,2003,4,1
10972,2021,23,11,2,1,11,2,1,108,8,99,1,20,3,3,5,9,1,4,54,5,2021,6,1
10973,2021,23,10,2,1,11,2,1,108,6,99,1,37,6,6,8,9,1,4,999,99,9999,99,1
10974,2021,23,10,2,1,11,2,1,108,6,99,1,41,7,7,9,9,1,2,48,4,2016,5,1
10975,2021,23,9,2,1,11,2,1,110,99,99,1,21,3,3,5,9,1,4,999,99,9999,99,6
10976,2021,23,17,3,2,11,2,22,2201,99,99,1,32,5,5,7,2,1,4,67,9,9999,99,6
10977,2021,23,22,4,3,11,2,22,2201,99,99,1,33,5,5,7,9,1,3,69,11,1987,2,6
10978,2021,23,22,4,3,11,2,22,2201,99,99,1,999,16,12,18,9,9,3,10,99,9999,99,6
10979,2021,23,9,2,1,11,2,21,2101,99,99,1,79,14,11,16,9,1,3,17,7,9999,99,6
10980,2021,23,9,2,1,11,2,21,2101,99,99,1,23,3,3,5,9,1,4,6,3,2018,5,6
10981,2021,23,17,3,2,11,2,21,2101,99,99,1,23,3,3,5,9,1,4,76,99,9999,99,1
10982,2021,23,17,3,2,11,2,21,2101,99,99,1,21,3,3,5,9,1,4,27,2,9999,99,1
10983,2021,23,9,2,1,11,2,19,1903,99,99,1,20,3,3,5,9,1,4,67,1,2012,5,1
10984,2021,23,9,2,1,11,2,19,1903,99,99,1,29,4,4,6,9,1,4,6,1,2015,5,1
10985,2021,23,17,3,2,11,2,10,1002,99,99,1,24,3,3,5,9,1,4,6,5,2019,5,1
10986,2021,23,17,3,2,11,2,10,1002,99,99,1,46,8,8,10,9,1,4,27,99,2020,6,1
10987,2021,23,13,3,2,11,2,9,901,99,99,1,41,7,7,9,2,1,4,18,5,2020,6,1
10988,2021,23,13,3,2,11,2,9,901,99,99,1,37,6,6,8,9,1,4,32,5,2020,6,1
10989,2021,23,14,3,2,11,2,16,1602,99,99,1,18,2,2,4,2,1,5,999,2,1998,3,1
10990,2021,23,14,3,2,11,2,16,1602,99,99,1,40,7,7,9,9,1,3,31,99,2001,4,1
10991,2021,23,19,4,3,11,2,3,301,99,99,1,40,7,7,9,9,1,12,30,6,9999,99,1
10992,2021,23,19,4,3,11,2,3,301,99,99,2,30,5,5,7,9,1,4,2,1,9999,99,1
10993,2021,23,19,4,3,11,2,3,301,99,99,1,45,8,8,10,9,1,4,76,1,9999,99,1
10994,2021,24,13,3,2,11,3,1,101,6,6,1,23,3,3,5,9,1,1,73,3,2001,4,1
10995,2021,24,13,3,2,11,3,1,101,6,6,1,43,7,7,9,9,1,4,3,5,2016,5,1
10996,2021,24,17,3,2,11,3,1,101,18,18,1,999,16,12,18,9,9,1,52,7,9999,99,1
10997,2021,24,17,3,2,11,3,1,101,18,18,1,32,5,5,7,9,1,4,999,99,9999,99,1
10998,2021,24,16,3,2,11,3,1,101,12,12,1,38,6,6,8,9,1,4,999,99,9999,99,6
10999,2021,24,18,4,3,11,3,1,101,7,7,1,999,16,12,18,9,9,1,999,4,9999,99,1
11000,2021,24,18,4,3,11,3,1,101,7,7,1,22,3,3,5,9,1,4,999,99,9999,99,1
11001,2021,24,22,4,3,11,3,22,2201,99,99,1,39,6,6,8,2,1,2,999,9,2002,4,1
11002,2021,24,22,4,3,11,3,22,2201,99,99,1,43,7,7,9,9,1,2,56,99,9999,99,1
11003,2021,24,17,3,2,11,3,5,511,99,99,1,45,8,8,10,9,1,4,190,5,9999,99,6
11004,2021,24,9,2,1,11,3,10,1009,99,99,1,47,8,8,10,9,1,3,41,99,2007,4,1
11005,2021,24,9,2,1,11,3,10,1009,99,99,1,52,9,9,11,9,1,4,18,1,9999,99,1
11006,2021,24,17,3,2,11,3,11,1107,99,99,1,23,3,3,5,9,1,3,999,4,9999,99,3
11007,2021,24,19,4,3,11,3,12,1214,99,99,1,40,7,7,9,9,1,5,31,2,9999,99,1
11008,2021,24,19,4,3,11,3,12,1214,99,99,1,24,3,3,5,9,1,14,6,7,9999,99,1
11009,2021,24,9,2,1,11,3,13,1301,11,99,1,37,6,6,8,9,1,12,30,6,1987,2,1
11010,2021,24,9,2,1,11,3,13,1301,11,99,2,43,7,7,9,9,1,4,3,4,9999,99,1
11011,2021,24,13,3,2,11,3,14,1420,99,99,1,60,11,11,13,2,1,2,52,3,9999,99,1
11012,2021,24,20,4,3,11,3,2,201,99,99,1,58,10,10,12,9,1,4,18,5,2017,5,1
11013,2021,24,20,4,3,11,3,2,201,99,99,1,56,10,10,12,9,1,22,6,5,9999,99,1
11014,2021,24,17,3,2,11,3,18,1803,99,99,1,999,16,12,18,9,9,5,26,2,9999,99,1
11015,2021,24,17,3,2,11,3,18,1803,99,99,1,53,9,9,11,9,1,4,18,1,9999,99,1
11016,2021,24,11,2,1,11,3,17,1710,99,99,1,34,5,5,7,9,1,4,18,4,9999,99,6
11017,2021,24,21,4,3,11,3,4,409,99,99,1,999,16,12,18,9,9,1,69,99,9999,99,1
11018,2021,24,21,4,3,11,3,4,409,99,99,1,999,16,12,18,9,9,5,999,99,9999,99,1
11019,2021,25,20,4,3,11,4,1,101,3,3,1,32,5,5,7,9,1,1,69,4,9999,99,1
11020,2021,25,20,4,3,11,4,1,101,3,3,1,45,8,8,10,9,1,1,58,4,9999,99,1
11021,2021,25,22,4,3,11,4,1,101,18,18,1,22,3,3,5,9,1,4,999,99,9999,99,6
11022,2021,25,4,1,1,11,4,1,103,99,99,1,21,3,3,5,9,1,1,27,1,1989,2,3
11023,2021,25,15,3,2,11,4,1,101,16,16,1,31,5,5,7,9,1,4,999,99,9999,99,1
11024,2021,25,15,3,2,11,4,1,101,16,16,1,999,16,12,18,9,9,1,999,99,9999,99,1
11025,2021,25,2,1,1,11,4,1,101,12,12,1,29,4,4,6,9,1,1,69,9,2007,4,2
11026,2021,25,19,4,3,11,4,1,101,12,12,1,17,2,2,4,9,2,1,28,2,2017,5,1
11027,2021,25,19,4,3,11,4,1,101,12,12,1,26,4,4,6,9,1,4,18,5,2019,5,1
11028,2021,25,20,4,3,11,4,1,101,7,7,1,20,3,3,5,9,1,4,999,99,9999,99,1
11029,2021,25,20,4,3,11,4,1,101,7,7,1,999,16,12,18,9,9,1,999,99,9999,99,1
11030,2021,25,1,1,1,11,4,1,115,4,99,2,26,4,4,6,2,1,3,10,10,2001,4,2
11031,2021,25,7,2,1,11,4,1,115,99,99,1,999,16,12,18,9,9,99,999,99,9999,99,1
11032,2021,25,7,2,1,11,4,1,115,99,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
11033,2021,25,11,2,1,11,4,1,114,99,99,9,999,16,12,18,9,9,12,30,7,9999,99,2
11034,2021,25,4,1,1,11,4,1,110,99,99,1,40,7,7,9,9,1,4,2,4,2018,5,1
11035,2021,25,4,1,1,11,4,1,110,99,99,1,999,16,12,18,9,9,12,30,1,2001,4,1
11036,2021,25,8,2,1,11,4,1,108,4,99,1,26,4,4,6,9,1,4,3,99,9999,99,6
11037,2021,25,5,1,1,11,4,5,501,99,99,1,22,3,3,5,2,1,4,54,5,9999,99,1
11038,2021,25,5,1,1,11,4,5,501,99,99,1,27,4,4,6,2,1,4,64,3,9999,99,1
11039,2021,25,8,2,1,11,4,5,502,99,99,1,26,4,4,6,9,1,1,69,3,2004,4,1
11040,2021,25,8,2,1,11,4,5,502,99,99,1,999,16,12,18,9,9,4,6,5,9999,99,1
11041,2021,25,9,2,1,11,4,11,1101,99,99,1,46,8,8,10,9,1,1,48,3,9999,99,1
11042,2021,25,9,2,1,11,4,11,1101,99,99,2,999,16,12,18,9,9,4,32,1,9999,99,1
11043,2021,25,19,4,3,11,4,17,1710,99,99,1,37,6,6,8,9,1,4,27,5,9999,99,2
11044,2021,25,18,4,3,11,4,3,309,99,99,1,33,5,5,7,9,1,3,56,9,2001,4,1
11045,2021,25,18,4,3,11,4,3,309,99,99,1,61,11,11,13,9,1,1,27,11,2002,4,1
11046,2021,26,3,1,1,11,5,1,114,99,99,1,999,16,12,18,9,9,5,30,7,9999,99,2
11047,2021,26,17,3,2,11,5,5,501,99,99,1,36,6,6,8,9,1,5,41,2,9999,99,2
11048,2021,26,7,2,1,11,5,5,502,99,99,1,21,3,3,5,9,1,99,999,99,9999,99,2
11049,2021,26,11,2,1,11,5,16,1601,11,99,1,29,4,4,6,9,1,9,69,4,2013,5,1
11050,2021,26,11,2,1,11,5,16,1601,11,99,1,24,3,3,5,9,1,4,6,1,9999,99,1
11051,2021,26,4,1,1,11,5,2,201,99,99,1,39,6,6,8,9,1,6,19,7,2000,4,1
11052,2021,26,4,1,1,11,5,2,201,99,99,1,37,6,6,8,9,1,6,19,2,1999,3,1
11053,2021,26,4,1,1,11,5,2,201,99,99,1,40,7,7,9,9,1,6,19,2,9999,99,1
11054,2021,26,6,2,1,11,5,17,1707,99,99,1,33,5,5,7,9,1,4,67,99,9999,99,1
11055,2021,26,6,2,1,11,5,17,1707,99,99,1,999,16,12,18,9,9,12,999,7,9999,99,1
11056,2021,26,15,3,2,11,5,3,302,99,99,1,57,10,10,12,9,1,4,6,4,9999,99,1
11057,2021,26,15,3,2,11,5,3,302,99,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
11058,2021,26,9,2,1,11,5,4,401,2,99,1,28,4,4,6,9,1,2,999,1,9999,99,1
11059,2021,26,9,2,1,11,5,4,401,2,99,2,22,3,3,5,9,1,4,999,5,9999,99,1
11060,2021,26,19,4,3,11,5,4,406,99,99,1,28,4,4,6,9,1,3,67,2,2021,6,1
11061,2021,26,19,4,3,11,5,4,406,99,99,1,24,3,3,5,9,1,4,67,4,2019,5,1
11062,2021,26,6,2,1,11,5,4,415,99,99,1,31,5,5,7,9,1,4,32,3,9999,99,6
11063,2021,26,0,1,1,11,5,10,1008,99,99,1,53,9,9,11,2,1,4,6,1,9999,99,2
11064,2021,26,21,4,3,11,5,10,1002,99,99,1,24,3,3,5,1,1,4,6,5,2020,6,1
11065,2021,26,21,4,3,11,5,10,1002,99,99,1,77,14,11,16,1,1,3,10,2,1982,2,1
11066,2021,26,6,2,1,11,5,9,901,1,99,1,49,8,8,10,9,1,3,69,9,9999,99,1
11067,2021,26,6,2,1,11,5,9,901,1,99,1,31,5,5,7,9,1,9,144,4,2016,5,1
11068,2021,26,6,2,1,11,5,9,901,1,99,1,27,4,4,6,9,1,4,54,2,2020,6,1
11069,2021,26,11,2,1,11,5,13,1301,11,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
11070,2021,26,11,2,1,11,5,13,1301,11,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
11071,2021,26,16,3,2,11,5,1,101,7,7,2,45,8,8,10,9,1,2,34,4,2015,5,1
11072,2021,26,16,3,2,11,5,1,101,7,7,1,57,10,10,12,2,1,1,67,4,2009,4,1
11073,2021,26,16,3,2,11,5,1,101,7,7,1,52,9,9,11,9,1,4,67,4,9999,99,1
11074,2021,26,20,4,3,11,5,1,115,4,99,1,22,3,3,5,9,1,4,32,6,9999,99,1
11075,2021,26,20,4,3,11,5,1,115,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
11076,2021,26,20,4,3,11,5,1,101,1,1,1,26,4,4,6,9,1,4,999,99,9999,99,6
11077,2021,26,15,3,2,11,5,1,101,6,6,9,999,16,12,18,9,9,99,999,99,9999,99,1
11078,2021,26,15,3,2,11,5,1,101,6,6,1,23,3,3,5,9,1,4,999,99,9999,99,1
11079,2021,27,1,1,1,11,6,1,101,3,3,1,22,3,3,5,9,1,2,34,5,2001,4,1
11080,2021,27,1,1,1,11,6,1,101,3,3,1,31,5,5,7,9,1,2,56,2,1994,3,1
11081,2021,27,9,2,1,11,6,1,101,4,4,9,999,16,12,18,9,9,99,999,99,9999,99,1
11082,2021,27,9,2,1,11,6,1,101,4,4,1,20,3,3,5,9,1,4,3,1,2020,6,1
11083,2021,27,2,1,1,11,6,1,101,17,17,1,39,6,6,8,9,1,5,74,2,2018,5,1
11084,2021,27,2,1,1,11,6,1,101,17,17,1,25,4,4,6,9,1,1,61,4,2020,6,1
11085,2021,27,7,2,1,11,6,1,101,18,18,1,52,9,9,11,1,1,1,69,2,2003,4,1
11086,2021,27,7,2,1,11,6,1,101,18,18,1,18,2,2,4,9,1,4,6,5,2022,6,1
11087,2021,27,0,1,1,11,6,1,101,13,13,1,35,6,6,8,9,1,1,28,4,2008,4,1
11088,2021,27,0,1,1,11,6,1,101,13,13,1,999,16,12,18,9,9,5,41,2,9999,99,1
11089,2021,27,7,2,1,11,6,1,101,5,5,1,34,5,5,7,9,1,1,28,2,9999,99,1
11090,2021,27,7,2,1,11,6,1,101,5,5,1,33,5,5,7,9,1,4,67,5,9999,99,1
11091,2021,27,7,2,1,11,6,1,101,5,5,1,40,7,7,9,9,1,1,69,8,2009,4,1
11092,2021,27,7,2,1,11,6,1,102,99,99,1,33,5,5,7,9,1,4,999,99,9999,99,6
11093,2021,27,19,4,3,11,6,1,101,5,5,1,26,4,4,6,9,1,4,999,99,9999,99,6
11094,2021,27,6,2,1,11,6,1,101,12,12,1,33,5,5,7,9,1,4,67,5,2022,6,1
11095,2021,27,6,2,1,11,6,1,101,12,12,1,25,4,4,6,9,1,4,27,5,2017,5,1
11096,2021,27,0,1,1,11,6,1,101,11,11,1,60,11,11,13,9,1,4,6,5,2013,5,6
11097,2021,27,12,3,2,11,6,1,101,7,7,1,25,4,4,6,9,1,4,6,5,9999,99,1
11098,2021,27,12,3,2,11,6,1,101,7,7,1,37,6,6,8,9,1,4,6,5,9999,99,1
11099,2021,27,20,4,3,11,6,1,101,12,12,1,71,13,11,15,9,1,3,69,4,1990,3,1
11100,2021,27,20,4,3,11,6,1,101,12,12,1,24,3,3,5,9,1,4,54,3,2020,6,1
11101,2021,27,14,3,2,11,6,1,101,12,12,1,25,4,4,6,9,1,4,999,99,9999,99,6
11102,2021,27,8,2,1,11,6,1,114,99,99,1,31,5,5,7,9,1,12,999,14,9999,99,1
11103,2021,27,8,2,1,11,6,1,114,99,99,1,49,8,8,10,9,1,1,999,4,9999,99,1
11104,2021,27,8,2,1,11,6,1,114,99,99,1,37,6,6,8,9,1,2,999,2,9999,99,1
11105,2021,27,8,2,1,11,6,1,114,99,99,1,33,5,5,7,9,1,5,999,2,9999,99,1
11106,2021,27,14,3,2,11,6,1,115,5,99,1,30,5,5,7,9,1,4,999,99,9999,99,1
11107,2021,27,14,3,2,11,6,1,115,5,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
11108,2021,27,20,4,3,11,6,1,116,1,99,1,24,3,3,5,9,1,4,999,99,9999,99,1
11109,2021,27,20,4,3,11,6,1,116,1,99,1,56,10,10,12,9,1,12,999,7,9999,99,1
11110,2021,27,22,4,3,11,6,1,116,99,99,1,999,16,12,18,9,9,4,999,99,9999,99,1
11111,2021,27,22,4,3,11,6,1,116,99,99,1,64,11,11,13,9,1,1,999,99,9999,99,1
11112,2021,27,15,3,2,11,6,1,108,4,99,1,45,8,8,10,9,1,1,69,3,9999,99,1
11113,2021,27,15,3,2,11,6,1,108,4,99,2,37,6,6,8,9,1,1,17,6,2011,5,1
11114,2021,27,15,3,2,11,6,1,108,4,99,1,999,16,12,18,9,9,5,999,99,9999,99,1
11115,2021,27,21,4,3,11,6,1,108,6,99,1,46,8,8,10,2,1,1,69,5,2007,4,1
11116,2021,27,21,4,3,11,6,1,108,6,99,2,40,7,7,9,9,1,2,48,2,2014,5,1
11117,2021,27,20,4,3,11,6,19,1901,99,99,1,35,6,6,8,9,1,6,19,6,9999,99,1
11118,2021,27,20,4,3,11,6,19,1901,99,99,1,999,16,12,18,9,9,6,19,2,9999,99,1
11119,2021,27,20,4,3,11,6,19,1901,99,99,1,999,16,12,18,9,9,3,69,4,9999,99,1
11120,2021,27,21,4,3,11,6,5,504,99,99,1,49,8,8,10,9,1,5,26,2,9999,99,1
11121,2021,27,21,4,3,11,6,5,504,99,99,1,19,2,2,4,9,1,4,54,1,9999,99,1
11122,2021,27,15,3,2,11,6,6,602,99,99,1,28,4,4,6,9,1,3,48,14,2011,5,1
11123,2021,27,15,3,2,11,6,6,602,99,99,1,999,16,12,18,9,9,4,6,1,9999,99,1
11124,2021,27,20,4,3,11,6,10,1001,99,99,1,39,6,6,8,9,1,3,69,11,9999,99,1
11125,2021,27,20,4,3,11,6,10,1001,99,99,1,29,4,4,6,9,1,4,67,5,9999,99,1
11126,2021,27,0,1,1,11,6,11,1108,99,99,1,22,3,3,5,9,1,4,27,2,9999,99,1
11127,2021,27,0,1,1,11,6,11,1108,99,99,1,21,3,3,5,9,1,4,999,1,9999,99,1
11128,2021,27,10,2,1,11,6,9,901,3,99,1,42,7,7,9,9,1,2,27,9,2011,5,1
11129,2021,27,10,2,1,11,6,9,901,3,99,1,24,3,3,5,9,1,4,168,1,9999,99,1
11130,2021,27,21,4,3,11,6,9,922,99,99,1,38,6,6,8,2,1,4,999,3,9999,99,6
11131,2021,27,0,1,1,11,6,12,1217,99,99,1,22,3,3,5,1,1,3,69,2,9999,99,1
11132,2021,27,0,1,1,11,6,12,1217,99,99,2,22,3,3,5,2,1,4,999,2,9999,99,1
11133,2021,27,2,1,1,11,6,12,1216,99,99,1,16,2,2,4,9,2,4,999,99,9999,99,1
11134,2021,27,2,1,1,11,6,12,1216,99,99,1,999,16,12,18,9,9,5,30,2,9999,99,1
11135,2021,27,8,2,1,11,6,16,1609,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
