num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7708,2021,21,18,4,3,8,6,5,513,99,99,1,35,6,6,8,9,1,5,19,14,2000,4,1
7709,2021,21,18,4,3,8,6,5,513,99,99,1,33,5,5,7,9,1,4,6,3,2016,5,1
7710,2021,21,19,4,3,8,6,9,901,5,99,1,30,5,5,7,9,1,4,32,6,9999,99,1
7711,2021,21,19,4,3,8,6,9,901,5,99,9,999,16,12,18,9,9,9,999,3,9999,99,1
7712,2021,21,18,4,3,8,6,9,901,3,99,1,36,6,6,8,9,1,12,30,99,9999,99,1
7713,2021,21,18,4,3,8,6,9,901,3,99,1,23,3,3,5,9,1,4,64,99,9999,99,1
7714,2021,21,20,4,3,8,6,12,1202,4,99,1,24,3,3,5,2,1,9,69,3,9999,99,1
7715,2021,21,20,4,3,8,6,12,1202,4,99,1,23,3,3,5,9,1,1,48,2,9999,99,1
7716,2021,21,20,4,3,8,6,12,1202,4,99,1,45,8,8,10,9,1,1,999,99,9999,99,1
7717,2021,21,0,1,1,8,6,13,1308,99,99,1,33,5,5,7,2,1,2,69,6,9999,99,1
7718,2021,21,0,1,1,8,6,13,1308,99,99,1,62,11,11,13,9,1,1,67,9,9999,99,1
7719,2021,21,17,3,2,8,6,16,1601,99,99,1,33,5,5,7,9,1,5,17,2,1994,3,1
7720,2021,21,17,3,2,8,6,16,1601,99,99,2,52,9,9,11,9,1,3,69,6,1992,3,1
7721,2021,21,17,3,2,8,6,16,1601,99,99,1,52,9,9,11,9,1,2,69,2,1999,3,1
7722,2021,21,3,1,1,8,6,15,1501,99,99,1,29,4,4,6,9,1,4,999,99,9999,99,6
7723,2021,21,21,4,3,8,6,2,207,99,99,1,38,6,6,8,9,1,4,18,4,9999,99,6
7724,2021,21,21,4,3,8,6,18,1801,99,99,1,999,16,12,18,9,9,4,999,99,9999,99,1
7725,2021,21,21,4,3,8,6,18,1801,99,99,1,18,2,2,4,9,1,4,67,1,9999,99,1
7726,2021,21,12,3,2,8,6,14,1401,4,99,1,40,7,7,9,9,1,1,48,4,2010,5,1
7727,2021,21,12,3,2,8,6,14,1401,4,99,1,30,5,5,7,9,1,4,54,5,2014,5,1
7728,2021,22,14,3,2,8,7,1,101,1,1,1,35,6,6,8,1,1,1,27,3,2007,4,1
7729,2021,22,14,3,2,8,7,1,101,1,1,1,999,16,12,18,1,9,4,27,1,9999,99,1
7730,2021,22,16,3,2,8,7,1,101,1,1,1,31,5,5,7,9,1,1,27,11,2007,4,1
7731,2021,22,16,3,2,8,7,1,101,1,1,2,39,6,6,8,9,1,4,64,3,2021,6,1
7732,2021,22,22,4,3,8,7,1,105,99,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
7733,2021,22,22,4,3,8,7,1,105,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7734,2021,22,2,1,1,8,7,1,103,99,99,2,18,2,2,4,9,1,4,999,99,9999,99,1
7735,2021,22,2,1,1,8,7,1,103,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7736,2021,22,21,4,3,8,7,1,113,99,99,1,47,8,8,10,9,1,4,999,99,9999,99,6
7737,2021,22,14,3,2,8,7,1,101,7,7,1,43,7,7,9,9,1,4,999,99,9999,99,1
7738,2021,22,14,3,2,8,7,1,101,7,7,9,999,16,12,18,9,9,1,999,99,9999,99,1
7739,2021,22,19,4,3,8,7,1,101,12,12,1,29,4,4,6,9,1,4,999,99,9999,99,1
7740,2021,22,19,4,3,8,7,1,101,12,12,1,999,16,12,18,9,9,1,999,99,9999,99,1
7741,2021,22,16,3,2,8,7,1,115,99,99,1,25,4,4,6,9,1,4,6,4,2021,6,6
7742,2021,22,20,4,3,8,7,1,116,99,99,1,40,7,7,9,9,1,1,999,99,9999,99,1
7743,2021,22,20,4,3,8,7,1,116,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7744,2021,22,19,4,3,8,7,1,108,8,99,2,21,3,3,5,9,1,4,999,99,9999,99,6
7745,2021,22,14,3,2,8,7,22,2201,99,99,1,40,7,7,9,9,1,2,69,99,9999,99,1
7746,2021,22,14,3,2,8,7,22,2201,99,99,9,999,16,12,18,9,9,4,32,7,9999,99,1
7747,2021,22,18,4,3,8,7,21,2101,99,99,1,999,16,12,18,2,9,1,56,11,1995,3,1
7748,2021,22,18,4,3,8,7,21,2101,99,99,1,999,16,12,18,9,9,3,31,3,2017,5,1
7749,2021,22,18,4,3,8,7,21,2101,99,99,2,999,16,12,18,9,9,1,10,5,2008,4,1
7750,2021,22,13,3,2,8,7,5,501,99,99,1,26,4,4,6,9,1,4,27,1,9999,99,2
7751,2021,22,18,4,3,8,7,10,1016,99,99,1,999,16,12,18,9,9,2,69,5,9999,99,1
7752,2021,22,18,4,3,8,7,10,1016,99,99,1,58,10,10,12,9,1,13,160,3,9999,99,1
7753,2021,22,22,4,3,8,7,15,1501,99,99,1,30,5,5,7,9,1,4,999,99,9999,99,6
7754,2021,22,20,4,3,8,7,15,1507,99,99,1,25,4,4,6,9,1,4,999,99,9999,99,6
7755,2021,22,17,3,2,8,7,18,1801,99,99,1,19,2,2,4,9,1,3,69,1,1999,3,1
7756,2021,22,17,3,2,8,7,18,1801,99,99,1,32,5,5,7,9,1,1,27,5,2011,5,1
7757,2021,22,11,2,1,8,7,17,1713,99,99,1,22,3,3,5,9,1,4,67,5,9999,99,1
7758,2021,22,11,2,1,8,7,17,1713,99,99,1,36,6,6,8,9,1,4,67,1,9999,99,1
7759,2021,22,22,4,3,8,7,14,1401,99,99,1,30,5,5,7,2,1,4,999,2,9999,99,1
7760,2021,22,22,4,3,8,7,14,1401,99,99,2,26,4,4,6,9,1,4,999,9,9999,99,1
7761,2021,22,11,2,1,8,7,4,406,99,99,2,19,2,2,4,9,1,4,32,2,9999,99,1
7762,2021,22,11,2,1,8,7,4,406,99,99,1,25,4,4,6,9,1,1,32,2,9999,99,1
7763,2021,22,11,2,1,8,7,4,406,99,99,1,52,9,9,11,9,1,1,69,2,2006,4,1
7764,2021,22,14,3,2,8,7,3,309,99,99,1,33,5,5,7,9,1,4,999,99,9999,99,1
7765,2021,22,14,3,2,8,7,3,309,99,99,1,17,2,2,4,9,2,4,76,99,9999,99,1
7766,2021,23,16,3,2,8,1,1,101,16,16,1,24,3,3,5,9,1,3,23,1,2015,5,1
7767,2021,23,16,3,2,8,1,1,101,16,16,2,999,16,12,18,9,9,1,69,8,2010,5,1
7768,2021,23,21,4,3,8,1,1,108,10,99,1,999,16,12,18,9,9,4,6,5,9999,99,6
7769,2021,23,18,4,3,8,1,1,108,10,99,2,50,9,9,11,9,1,4,999,99,9999,99,6
7770,2021,23,0,1,1,8,1,21,2101,99,99,1,36,6,6,8,9,1,1,69,1,9999,99,2
7771,2021,23,19,4,3,8,1,5,501,1,99,1,34,5,5,7,1,1,6,19,10,2007,4,1
7772,2021,23,19,4,3,8,1,5,501,1,99,1,26,4,4,6,9,1,4,6,5,9999,99,1
7773,2021,23,15,3,2,8,1,5,501,99,99,1,32,5,5,7,9,1,4,27,1,9999,99,6
7774,2021,23,22,4,3,8,1,11,1101,99,99,1,26,4,4,6,9,1,4,76,1,9999,99,1
7775,2021,23,22,4,3,8,1,11,1101,99,99,1,28,4,4,6,9,1,4,6,5,9999,99,1
7776,2021,23,9,2,1,8,1,9,920,99,99,1,42,7,7,9,9,1,3,69,5,9999,99,1
7777,2021,23,9,2,1,8,1,9,920,99,99,1,19,2,2,4,9,1,4,6,1,9999,99,1
7778,2021,23,22,4,3,8,1,16,1601,4,99,1,29,4,4,6,2,1,1,10,4,2007,4,1
7779,2021,23,22,4,3,8,1,16,1601,4,99,1,40,7,7,9,9,1,2,999,99,9999,99,1
7780,2021,23,13,3,2,8,1,7,701,99,99,1,999,16,12,18,9,9,1,27,4,9999,99,2
7781,2021,23,8,2,1,8,1,3,301,99,99,1,44,7,7,9,9,1,12,999,7,9999,99,1
7782,2021,23,8,2,1,8,1,3,301,99,99,1,18,2,2,4,9,1,4,2,1,9999,99,1
7783,2021,23,23,4,3,8,1,7,701,99,99,1,48,8,8,10,9,1,3,69,1,1988,2,1
7784,2021,23,23,4,3,8,1,7,701,99,99,1,36,6,6,8,9,1,1,69,6,1989,2,1
7785,2021,24,9,2,1,8,2,1,101,1,1,1,46,8,8,10,9,1,1,52,2,1996,3,1
7786,2021,24,9,2,1,8,2,1,101,1,1,1,21,3,3,5,9,1,4,27,5,2014,5,1
7787,2021,24,9,2,1,8,2,1,108,8,99,2,39,6,6,8,9,1,4,53,4,2009,4,6
7788,2021,24,9,2,1,8,2,16,1604,99,99,1,33,5,5,7,9,1,3,9,99,2018,5,1
7789,2021,24,9,2,1,8,2,16,1604,99,99,1,22,3,3,5,9,1,4,6,1,9999,99,1
7790,2021,24,18,4,3,8,2,17,1701,99,99,1,19,2,2,4,9,1,4,54,1,9999,99,6
7791,2021,24,14,3,2,8,2,3,301,99,99,2,45,8,8,10,9,1,9,48,99,9999,99,1
7792,2021,24,14,3,2,8,2,3,301,99,99,1,999,16,12,18,9,9,4,6,99,9999,99,1
7793,2021,24,16,3,2,8,2,1,117,99,99,2,32,5,5,7,9,1,4,32,1,9999,99,1
7794,2021,24,16,3,2,8,2,1,117,99,99,1,999,16,12,18,9,9,1,999,1,9999,99,1
7795,2021,24,18,4,3,8,2,1,101,5,5,1,26,4,4,6,9,1,1,69,5,9999,99,1
7796,2021,24,18,4,3,8,2,1,101,5,5,1,32,5,5,7,9,1,4,6,1,9999,99,1
7797,2021,24,0,1,1,8,2,5,508,99,99,1,19,2,2,4,9,1,5,41,2,2019,5,1
7798,2021,24,0,1,1,8,2,5,508,99,99,1,32,5,5,7,9,1,1,27,4,2011,5,1
7799,2021,24,6,2,1,8,2,1,110,99,99,1,35,6,6,8,9,1,4,999,99,9999,99,6
7800,2021,24,11,2,1,8,2,1,108,4,99,1,19,2,2,4,9,1,4,999,99,9999,99,6
7801,2021,25,3,1,1,8,3,1,106,99,99,1,999,16,12,18,9,9,4,32,1,2011,5,1
7802,2021,25,3,1,1,8,3,1,106,99,99,2,35,6,6,8,9,1,1,27,5,2011,5,1
7803,2021,25,22,4,3,8,3,1,101,5,5,1,37,6,6,8,9,1,1,56,9,2016,5,1
7804,2021,25,22,4,3,8,3,1,101,5,5,1,30,5,5,7,9,1,4,6,2,2021,6,1
7805,2021,25,13,3,2,8,3,22,2203,99,99,1,25,4,4,6,9,1,2,27,4,2004,4,1
7806,2021,25,13,3,2,8,3,22,2203,99,99,1,24,3,3,5,9,1,4,32,1,9999,99,1
7807,2021,25,20,4,3,8,3,20,2001,99,99,1,38,6,6,8,9,1,5,999,99,9999,99,1
7808,2021,25,20,4,3,8,3,20,2001,99,99,1,35,6,6,8,9,1,1,48,6,9999,99,1
7809,2021,25,23,4,3,8,3,19,1904,99,99,1,28,4,4,6,9,1,1,69,3,9999,99,1
7810,2021,25,23,4,3,8,3,19,1904,99,99,1,999,16,12,18,9,9,12,999,7,9999,99,1
7811,2021,25,21,4,3,8,3,5,501,1,99,1,20,3,3,5,9,1,4,6,5,9999,99,1
7812,2021,25,21,4,3,8,3,5,501,1,99,1,25,4,4,6,9,1,4,32,5,9999,99,1
7813,2021,25,11,2,1,8,3,10,1014,99,99,1,999,16,12,18,9,9,3,999,99,9999,99,1
7814,2021,25,11,2,1,8,3,10,1014,99,99,1,48,8,8,10,9,1,6,19,2,9999,99,1
7815,2021,25,0,1,1,8,3,9,914,99,99,1,999,16,12,18,9,9,6,19,10,9999,99,2
7816,2021,25,6,2,1,8,3,13,1319,99,99,1,999,16,12,18,9,9,12,999,99,9999,99,2
7817,2021,25,0,1,1,8,3,17,1701,99,99,1,28,4,4,6,9,1,1,69,99,9999,99,1
7818,2021,25,0,1,1,8,3,17,1701,99,99,1,25,4,4,6,9,1,1,67,1,9999,99,1
7819,2021,25,19,4,3,8,3,17,1710,99,99,1,26,4,4,6,9,1,1,32,1,9999,99,1
7820,2021,25,19,4,3,8,3,17,1710,99,99,1,44,7,7,9,9,1,3,52,3,2002,4,1
7821,2021,26,22,4,3,8,4,1,101,5,5,1,37,6,6,8,9,1,1,56,9,2016,5,1
7822,2021,26,22,4,3,8,4,1,101,5,5,1,37,6,6,8,9,1,4,6,2,2021,6,1
7823,2021,26,21,4,3,8,4,1,101,13,13,1,21,3,3,5,9,1,4,87,4,2021,6,1
7824,2021,26,21,4,3,8,4,1,101,13,13,1,30,5,5,7,9,1,4,64,3,2018,5,1
7825,2021,26,10,2,1,8,4,1,101,5,5,2,46,8,8,10,9,1,4,999,99,9999,99,6
7826,2021,26,9,2,1,8,4,1,114,99,99,1,62,11,11,13,9,1,4,18,4,2018,5,1
7827,2021,26,9,2,1,8,4,1,114,99,99,2,39,6,6,8,9,1,4,999,99,9999,99,1
7828,2021,26,16,3,2,8,4,1,117,99,99,1,24,3,3,5,9,1,4,27,5,2020,6,1
7829,2021,26,16,3,2,8,4,1,117,99,99,1,27,4,4,6,9,1,4,27,5,2021,6,1
7830,2021,26,7,2,1,8,4,1,108,2,99,1,56,10,10,12,9,1,4,67,5,2018,5,1
7831,2021,26,17,3,2,8,4,1,108,8,99,1,27,4,4,6,9,1,4,5,1,2018,5,1
7832,2021,26,17,3,2,8,4,1,108,8,99,1,25,4,4,6,9,1,4,67,4,2008,4,1
7833,2021,26,11,2,1,8,4,20,2001,99,99,1,39,6,6,8,9,1,1,41,2,9999,99,1
7834,2021,26,11,2,1,8,4,20,2001,99,99,1,20,3,3,5,9,1,4,2,5,9999,99,1
7835,2021,26,0,1,1,8,4,19,1902,99,99,1,31,5,5,7,9,1,4,67,4,9999,99,1
7836,2021,26,0,1,1,8,4,19,1902,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7837,2021,26,16,3,2,8,4,19,1906,99,99,1,19,2,2,4,9,1,2,27,9,2005,4,1
7838,2021,26,16,3,2,8,4,19,1906,99,99,1,27,4,4,6,9,1,5,23,2,2011,5,1
7839,2021,26,22,4,3,8,4,19,1906,99,99,1,28,4,4,6,9,1,1,69,3,9999,99,1
7840,2021,26,22,4,3,8,4,19,1906,99,99,1,999,16,12,18,9,9,12,30,7,9999,99,1
7841,2021,26,14,3,2,8,4,5,501,99,99,1,27,4,4,6,9,1,5,19,2,1988,2,1
7842,2021,26,14,3,2,8,4,5,501,99,99,1,24,3,3,5,9,1,4,67,4,2021,6,1
7843,2021,26,8,2,1,8,4,11,1101,99,99,2,43,7,7,9,9,1,4,27,5,9999,99,1
7844,2021,26,8,2,1,8,4,11,1101,99,99,1,999,16,12,18,9,9,4,27,5,9999,99,1
7845,2021,26,7,2,1,8,4,9,921,99,99,1,34,5,5,7,9,1,4,32,5,9999,99,6
7846,2021,26,22,4,3,8,4,16,1601,99,99,1,999,16,12,18,9,9,4,64,1,9999,99,2
7847,2021,26,20,4,3,8,4,2,201,99,99,1,45,8,8,10,9,1,2,27,4,9999,99,1
7848,2021,26,20,4,3,8,4,2,201,99,99,2,41,7,7,9,9,1,3,52,99,9999,99,1
7849,2021,27,18,4,3,8,5,1,101,24,24,1,999,16,12,18,9,9,1,999,99,9999,99,1
7850,2021,27,18,4,3,8,5,1,101,24,24,1,24,3,3,5,9,1,4,6,5,2018,5,1
7851,2021,27,13,3,2,8,5,1,101,13,13,1,46,8,8,10,9,1,1,41,4,2020,6,1
7852,2021,27,13,3,2,8,5,1,101,13,13,1,21,3,3,5,9,1,4,2,5,2018,5,1
7853,2021,27,13,3,2,8,5,1,101,10,10,1,999,16,12,18,9,9,2,999,99,9999,99,1
7854,2021,27,13,3,2,8,5,1,101,10,10,1,28,4,4,6,9,1,4,999,99,9999,99,1
7855,2021,27,20,4,3,8,5,1,101,11,11,1,25,4,4,6,9,1,4,76,1,2021,6,1
7856,2021,27,20,4,3,8,5,1,101,11,11,1,35,6,6,8,9,1,4,54,6,2018,5,1
7857,2021,27,4,1,1,8,5,1,115,5,99,1,40,7,7,9,9,1,1,56,4,9999,99,1
7858,2021,27,4,1,1,8,5,1,115,5,99,1,20,3,3,5,9,1,4,25,3,9999,99,1
7859,2021,27,20,4,3,8,5,1,116,2,99,1,43,7,7,9,9,1,1,48,4,9999,99,1
7860,2021,27,20,4,3,8,5,1,116,2,99,1,25,4,4,6,9,1,4,25,3,9999,99,1
7861,2021,27,11,2,1,8,5,1,114,99,99,1,40,7,7,9,9,1,4,3,5,9999,99,1
7862,2021,27,11,2,1,8,5,1,114,99,99,1,43,7,7,9,9,1,4,76,5,9999,99,1
7863,2021,27,1,1,1,8,5,20,2001,99,99,1,999,16,12,18,9,9,1,48,2,9999,99,1
7864,2021,27,1,1,1,8,5,20,2001,99,99,1,48,8,8,10,9,1,1,69,99,9999,99,1
7865,2021,27,11,2,1,8,5,6,602,99,99,1,20,3,3,5,2,1,4,20,1,9999,99,1
7866,2021,27,11,2,1,8,5,6,602,99,99,1,41,7,7,9,9,1,2,999,99,2005,4,1
7867,2021,27,19,4,3,8,5,10,1002,99,99,1,68,12,11,14,9,1,3,69,5,9999,99,1
7868,2021,27,5,1,1,8,5,10,1014,99,99,1,999,16,12,18,9,9,5,31,99,9999,99,1
7869,2021,27,5,1,1,8,5,10,1014,99,99,1,30,5,5,7,9,1,3,69,99,9999,99,1
7870,2021,27,16,3,2,8,5,14,1419,1,99,1,38,6,6,8,9,1,5,30,99,9999,99,1
7871,2021,27,16,3,2,8,5,14,1419,1,99,1,25,4,4,6,9,1,4,6,7,9999,99,1
7872,2021,27,8,2,1,8,5,3,309,99,99,1,47,8,8,10,9,1,1,69,1,2004,4,1
7873,2021,27,8,2,1,8,5,3,309,99,99,1,999,16,12,18,9,9,4,6,5,9999,99,1
7874,2021,28,6,2,1,8,6,1,101,9,9,1,55,10,10,12,9,1,2,90,3,2005,4,1
7875,2021,28,6,2,1,8,6,1,101,9,9,1,25,4,4,6,9,1,4,25,1,2014,5,1
7876,2021,28,16,3,2,8,6,1,101,10,10,2,42,7,7,9,9,1,4,64,99,9999,99,6
7877,2021,28,8,2,1,8,6,1,101,12,12,1,19,2,2,4,9,1,4,25,5,2021,6,1
7878,2021,28,8,2,1,8,6,1,101,12,12,1,31,5,5,7,9,1,3,999,99,9999,99,1
7879,2021,28,14,3,2,8,6,1,101,7,7,1,999,16,12,18,9,9,4,999,99,9999,99,1
7880,2021,28,23,4,3,8,6,1,101,12,12,2,31,5,5,7,9,1,4,999,99,9999,99,1
7881,2021,28,23,4,3,8,6,1,101,12,12,9,999,16,12,18,9,9,4,999,99,9999,99,1
7882,2021,28,3,1,1,8,6,1,117,9,99,1,45,8,8,10,9,1,2,41,4,9999,99,1
7883,2021,28,3,1,1,8,6,1,117,9,99,2,23,3,3,5,9,1,1,52,6,9999,99,1
7884,2021,28,22,4,3,8,6,1,114,99,99,1,19,2,2,4,9,1,4,2,3,9999,99,2
7885,2021,28,21,4,3,8,6,1,115,4,99,1,30,5,5,7,2,1,1,27,5,2020,6,1
7886,2021,28,21,4,3,8,6,1,115,4,99,1,999,16,12,18,9,9,2,41,4,1997,3,1
7887,2021,28,7,2,1,8,6,1,108,4,99,1,44,7,7,9,9,1,2,27,6,2008,4,1
7888,2021,28,7,2,1,8,6,1,108,4,99,1,19,2,2,4,9,1,4,6,5,2013,5,1
7889,2021,28,22,4,3,8,6,1,108,1,99,2,40,7,7,9,2,1,2,52,4,2016,5,1
7890,2021,28,22,4,3,8,6,1,108,1,99,1,32,5,5,7,2,1,4,32,5,2018,5,1
7891,2021,28,17,3,2,8,6,1,108,4,99,1,32,5,5,7,9,1,4,999,1,9999,99,1
7892,2021,28,19,4,3,8,6,5,501,1,99,1,19,2,2,4,9,1,4,6,2,2013,5,1
7893,2021,28,19,4,3,8,6,5,501,1,99,1,20,3,3,5,9,1,4,6,5,2013,5,1
7894,2021,28,19,4,3,8,6,5,507,99,99,1,30,5,5,7,9,1,1,69,3,9999,99,1
7895,2021,28,19,4,3,8,6,5,507,99,99,2,35,6,6,8,9,1,4,999,99,9999,99,1
7896,2021,28,20,4,3,8,6,10,1002,99,99,1,30,5,5,7,9,1,1,999,5,9999,99,1
7897,2021,28,20,4,3,8,6,10,1002,99,99,1,999,16,12,18,9,9,4,999,1,9999,99,1
7898,2021,28,19,4,3,8,6,10,1002,99,99,1,18,2,2,4,9,1,4,999,5,9999,99,6
7899,2021,28,23,4,3,8,6,9,920,99,99,9,999,16,12,18,9,9,4,32,5,9999,99,1
7900,2021,28,23,4,3,8,6,9,920,99,99,9,999,16,12,18,9,9,4,6,2,9999,99,1
7901,2021,28,0,1,1,8,6,13,1301,12,99,1,34,5,5,7,9,1,2,69,2,9999,99,1
7902,2021,28,19,4,3,8,6,13,1301,3,99,9,999,16,12,18,9,9,2,999,99,9999,99,1
7903,2021,28,19,4,3,8,6,13,1301,3,99,1,999,16,12,18,9,9,4,27,99,9999,99,1
7904,2021,28,19,4,3,8,6,16,1606,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7905,2021,28,19,4,3,8,6,16,1606,99,99,1,31,5,5,7,9,1,4,999,99,9999,99,1
7906,2021,28,22,4,3,8,6,16,1601,99,99,1,24,3,3,5,9,1,2,56,5,9999,99,1
7907,2021,28,22,4,3,8,6,16,1601,99,99,1,27,4,4,6,9,1,4,999,5,9999,99,1
7908,2021,28,20,4,3,8,6,2,201,99,99,1,29,4,4,6,9,1,2,27,4,9999,99,2
7909,2021,28,16,3,2,8,6,3,312,99,99,1,20,3,3,5,9,1,4,18,1,9999,99,6
7910,2021,28,19,4,3,8,6,3,303,99,99,9,999,16,12,18,9,9,2,27,99,9999,99,1
7911,2021,28,19,4,3,8,6,3,303,99,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
7912,2021,28,17,3,2,8,6,1,101,6,6,1,35,6,6,8,9,1,5,30,1,1992,3,1
7913,2021,28,17,3,2,8,6,1,101,6,6,1,25,4,4,6,9,1,1,69,3,2014,5,1
7914,2021,29,16,3,2,8,7,1,101,3,3,1,999,16,12,18,9,9,1,28,9,2008,4,1
7915,2021,29,16,3,2,8,7,1,101,3,3,1,58,10,10,12,9,1,1,69,8,2003,4,1
7916,2021,29,19,4,3,8,7,1,104,99,99,1,26,4,4,6,9,1,4,141,1,2014,5,2
7917,2021,29,7,2,1,8,7,1,116,99,99,1,40,7,7,9,9,1,5,999,99,9999,99,3
7918,2021,29,12,3,2,8,7,1,109,99,99,1,31,5,5,7,9,1,12,30,2,1996,3,1
7919,2021,29,12,3,2,8,7,1,109,99,99,2,19,2,2,4,9,1,4,32,5,2012,5,1
7920,2021,29,22,4,3,8,7,22,2201,99,99,1,46,8,8,10,9,1,3,56,3,1974,1,1
7921,2021,29,22,4,3,8,7,22,2201,99,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
7922,2021,29,19,4,3,8,7,22,2214,99,99,1,22,3,3,5,9,1,4,67,5,9999,99,1
7923,2021,29,18,4,3,8,7,20,2007,99,99,1,33,5,5,7,9,1,4,6,1,9999,99,3
7924,2021,29,13,3,2,8,7,5,504,99,99,1,40,7,7,9,1,1,1,69,1,9999,99,1
7925,2021,29,13,3,2,8,7,5,504,99,99,1,27,4,4,6,1,1,4,67,5,9999,99,1
7926,2021,29,14,3,2,8,7,4,401,2,99,1,66,12,11,14,9,1,2,28,4,9999,99,1
7927,2021,29,14,3,2,8,7,4,401,2,99,1,22,3,3,5,9,1,4,6,2,2020,6,1
7928,2021,29,20,4,3,8,7,3,302,99,99,1,56,10,10,12,9,1,1,41,4,2004,4,1
7929,2021,29,20,4,3,8,7,3,302,99,99,1,999,16,12,18,9,9,4,32,1,9999,99,1
7930,2021,30,17,3,2,8,1,1,101,3,3,1,74,13,11,15,1,1,2,13,5,2017,5,1
7931,2021,30,17,3,2,8,1,1,101,3,3,1,29,4,4,6,1,1,4,38,5,2007,4,1
7932,2021,30,9,2,1,8,1,1,101,4,4,9,999,16,12,18,9,9,99,999,99,9999,99,1
7933,2021,30,9,2,1,8,1,1,101,4,4,2,40,7,7,9,9,1,4,999,99,9999,99,1
7934,2021,30,21,4,3,8,1,1,105,99,99,1,20,3,3,5,2,1,4,67,7,9999,99,1
7935,2021,30,21,4,3,8,1,1,105,99,99,1,19,2,2,4,9,1,4,6,2,2022,6,1
7936,2021,30,9,2,1,8,1,1,101,7,7,1,999,16,12,18,9,9,1,999,99,9999,99,1
7937,2021,30,9,2,1,8,1,1,101,7,7,1,18,2,2,4,9,1,4,999,99,9999,99,1
7938,2021,30,7,2,1,8,1,1,115,12,99,1,28,4,4,6,9,1,4,76,2,2018,5,1
7939,2021,30,7,2,1,8,1,1,115,12,99,1,25,4,4,6,9,1,99,999,99,9999,99,1
7940,2021,30,7,2,1,8,1,1,115,12,99,1,25,4,4,6,9,1,99,999,99,9999,99,1
7941,2021,30,7,2,1,8,1,1,115,12,99,1,28,4,4,6,9,1,99,999,99,9999,99,1
7942,2021,30,16,3,2,8,1,21,2102,99,99,1,30,5,5,7,2,1,4,999,5,9999,99,1
7943,2021,30,11,2,1,8,1,5,511,99,99,1,43,7,7,9,1,1,6,30,2,2005,4,1
7944,2021,30,11,2,1,8,1,5,511,99,99,1,49,8,8,10,9,1,4,67,1,9999,99,1
7945,2021,30,5,1,1,8,1,11,1107,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7946,2021,30,5,1,1,8,1,11,1107,99,99,1,32,5,5,7,9,1,4,999,99,9999,99,1
7947,2021,30,0,1,1,8,1,12,1201,99,99,1,38,6,6,8,9,1,1,999,6,1993,3,1
7948,2021,30,0,1,1,8,1,12,1201,99,99,1,999,16,12,18,9,9,1,999,4,2005,4,1
7949,2021,30,17,3,2,8,1,12,1227,99,99,1,21,3,3,5,1,1,3,69,3,1987,2,1
7950,2021,30,17,3,2,8,1,12,1227,99,99,1,23,3,3,5,1,1,4,6,5,9999,99,1
7951,2021,30,15,3,2,8,1,13,1301,99,99,1,38,6,6,8,1,1,5,30,3,9999,99,1
7952,2021,30,15,3,2,8,1,13,1301,99,99,1,31,5,5,7,1,1,4,25,1,9999,99,1
7953,2021,30,13,3,2,8,1,16,1607,99,99,1,59,10,10,12,9,1,3,69,3,1993,3,3
7954,2021,30,20,4,3,8,1,16,1601,99,99,1,37,6,6,8,1,1,2,999,99,9999,99,6
7955,2021,30,20,4,3,8,1,18,1804,99,99,1,42,7,7,9,1,1,4,999,99,9999,99,1
7956,2021,30,20,4,3,8,1,18,1804,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
7957,2021,30,21,4,3,8,1,6,611,99,99,1,60,11,11,13,2,1,3,69,5,1990,3,1
7958,2021,30,21,4,3,8,1,6,611,99,99,1,45,8,8,10,2,1,4,67,5,2013,5,1
7959,2021,31,12,3,2,8,2,1,101,1,1,1,33,5,5,7,1,1,99,56,4,2008,4,1
7960,2021,31,12,3,2,8,2,1,101,1,1,2,63,11,11,13,1,1,99,73,4,2010,5,1
7961,2021,31,20,4,3,8,2,1,101,9,9,1,68,12,11,14,2,1,1,15,1,2002,4,1
7962,2021,31,20,4,3,8,2,1,101,9,9,1,999,16,12,18,9,9,1,28,2,2017,5,1
7963,2021,31,20,4,3,8,2,1,101,9,9,1,999,16,12,18,9,9,1,48,9,2002,4,1
7964,2021,31,20,4,3,8,2,1,101,9,9,1,999,16,12,18,9,9,1,28,2,2018,5,1
7965,2021,31,4,1,1,8,2,1,101,17,17,1,45,8,8,10,1,1,6,40,2,2016,5,1
7966,2021,31,4,1,1,8,2,1,101,17,17,1,62,11,11,13,9,1,99,18,1,2019,5,1
